core_pct,fire_config,retrieve_config,cooldown,lookback,total_return_pct,annual_return_pct,sharpe_excess,sortino_excess,max_dd_pct,n_trades,n_fire,n_retrieve,final_value
0.70,A1_aggressive,R5_narrow,7,90,28.0520,24.0618,1.038085,1.147354,-22.0956,17,4,11,1280520.24
0.70,A6_wide,R5_narrow,7,90,28.0520,24.0618,1.038085,1.147354,-22.0956,17,4,11,1280520.24
0.70,A3_conservative,R5_narrow,7,90,26.7969,23.0008,1.034177,1.157028,-20.7546,15,2,10,1267969.20
0.70,A2_standard,R5_narrow,7,90,27.6666,23.7361,1.029101,1.150964,-21.8742,15,2,10,1276665.96
0.70,A5_narrow,R5_narrow,7,90,27.6666,23.7361,1.029101,1.150964,-21.8742,15,2,10,1276665.96
0.70,A1_aggressive,R2_standard,7,90,27.6937,23.7590,1.026756,1.142393,-22.0956,17,4,11,1276936.56
0.70,A6_wide,R2_standard,7,90,27.6937,23.7590,1.026756,1.142393,-22.0956,17,4,11,1276936.56
0.70,A1_aggressive,R3_conservative,7,90,27.7967,23.8461,1.026576,1.162697,-22.0956,17,4,11,1277967.09
0.70,A6_wide,R3_conservative,7,90,27.7967,23.8461,1.026576,1.162697,-22.0956,17,4,11,1277967.09
0.70,A4_xconservative,R5_narrow,7,90,26.5184,22.7652,1.025852,1.146938,-20.8557,16,2,10,1265184.43
0.70,A3_conservative,R2_standard,7,90,26.4051,22.6693,1.021270,1.144029,-20.7546,15,2,10,1264051.20
0.70,A2_standard,R2_standard,7,90,27.2725,23.4030,1.016724,1.138493,-21.8742,15,2,10,1272725.03
0.70,A5_narrow,R2_standard,7,90,27.2725,23.4030,1.016724,1.138493,-21.8742,15,2,10,1272725.03
0.70,A4_xconservative,R2_standard,7,90,26.1275,22.4344,1.012939,1.133926,-20.8557,16,2,10,1261274.99
0.70,A1_aggressive,R4_xconservative,7,90,27.0881,23.2471,0.998305,1.133536,-22.0956,17,4,10,1270881.10
0.70,A6_wide,R4_xconservative,7,90,27.0881,23.2471,0.998305,1.133536,-22.0956,17,4,10,1270881.10
0.60,A1_aggressive,R5_narrow,7,90,25.3705,21.7933,0.995386,1.101958,-21.8742,17,4,11,1253704.72
0.60,A6_wide,R5_narrow,7,90,25.3705,21.7933,0.995386,1.101958,-21.8742,17,4,11,1253704.72
0.60,A3_conservative,R5_narrow,7,90,23.8797,20.5295,0.992758,1.110574,-20.0798,15,2,10,1238796.72
0.70,A1_aggressive,R6_wide,7,90,26.3136,22.5919,0.985798,1.092321,-22.1763,19,4,12,1263136.03
0.70,A6_wide,R6_wide,7,90,26.3136,22.5919,0.985798,1.092321,-22.1763,19,4,12,1263136.03
