core_pct,fire_config,retrieve_config,cooldown,lookback,total_return_pct,annual_return_pct,sharpe_excess,sortino_excess,max_dd_pct,n_trades,n_fire,n_retrieve,final_value
0.70,A4_xconservative,R4_xconservative,3,90,12.2100,10.5671,0.518623,0.519851,-16.8751,12,3,7,1122099.86
0.70,A4_xconservative,R4_xconservative,7,90,12.1127,10.4836,0.515516,0.515442,-16.8980,11,3,6,1121127.42
0.70,A3_conservative,R4_xconservative,3,90,12.1092,10.4805,0.514937,0.516144,-16.9498,12,3,7,1121091.66
0.70,A2_standard,R4_xconservative,3,90,12.3245,10.6656,0.508720,0.510223,-17.9460,12,3,7,1123245.42
0.70,A6_wide,R4_xconservative,3,90,12.2874,10.6336,0.507531,0.508833,-17.9732,13,4,7,1122873.75
0.70,A3_conservative,R4_xconservative,7,90,11.7846,10.2016,0.504010,0.503827,-17.1494,11,3,6,1117846.37
0.70,A6_wide,R4_xconservative,7,90,12.1789,10.5404,0.503948,0.504277,-18.0120,11,3,6,1121788.62
0.70,A1_aggressive,R4_xconservative,3,90,12.1709,10.5336,0.503120,0.504434,-18.0582,12,3,7,1121709.21
0.70,A4_xconservative,R4_xconservative,5,90,11.7225,10.1481,0.502010,0.501971,-16.8355,12,3,7,1117224.54
0.70,A5_narrow,R4_xconservative,3,90,12.0920,10.4657,0.500603,0.501676,-18.1159,12,3,7,1120919.74
0.70,A1_aggressive,R4_xconservative,7,90,12.0175,10.4017,0.498125,0.498433,-18.1299,10,2,6,1120174.89
0.70,A2_standard,R4_xconservative,7,90,11.9828,10.3720,0.497630,0.497877,-18.1553,11,3,6,1119828.41
0.70,A2_standard,R4_xconservative,5,90,11.8406,10.2497,0.493012,0.493218,-17.9039,12,3,7,1118406.00
0.70,A6_wide,R4_xconservative,5,90,11.7968,10.2121,0.491570,0.491830,-17.9360,12,3,7,1117968.44
0.70,A4_xconservative,R3_conservative,5,90,11.4039,9.8742,0.491175,0.491102,-16.8355,12,3,7,1114039.14
0.70,A5_narrow,R4_xconservative,7,90,11.7624,10.1825,0.490036,0.489730,-18.3164,10,2,6,1117624.11
0.70,A3_conservative,R4_xconservative,5,90,11.3476,9.8258,0.488964,0.488844,-17.1146,12,3,7,1113476.24
0.70,A4_xconservative,R3_conservative,3,90,11.3222,9.8040,0.488354,0.488046,-16.8751,13,3,8,1113221.84
0.70,A4_xconservative,R2_standard,3,90,11.2677,9.7571,0.487122,0.485835,-16.8751,13,3,8,1112677.35
0.70,A1_aggressive,R4_xconservative,5,90,11.6694,10.1026,0.486842,0.487149,-18.0296,11,2,7,1116694.46
0.70,A4_xconservative,R3_conservative,7,90,11.2501,9.7419,0.486183,0.485731,-16.8980,12,3,7,1112500.91
