ticker,name,market,fund_type,is_leveraged_inverse,issuer,tracked_index,inception_date,listing_date,data_start_date,category_raw,twse_levinv_flag,units_issued,full_name,en_name,source
00709,富邦歐洲,TWSE,passive_equity,False,黃昭棠,富時發展歐洲指數,2017-08-07,2017-08-15,2024-01-01,國外成分證券指數股票型基金,是,15960000,富邦富時歐洲ETF證券投資信託基金,Fubon FTSE Developed Europe ETF,twse_opendata
00710B,復華彭博非投等債,TWSE,bond,False,杜俊雄,彭博1至5年期美元高收益債券(不含中國)發行量五億美元產業10%上限指數,2017-08-09,2017-08-21,2024-01-01,國外成分證券指數股票型基金,是,183261000,復華全球收益ETF傘型證券投資信託基金之復華1至5年期非投資等級債券證券投資信託基金,Fuh Hwa 1-5 Yr High Yield ETF,twse_opendata
00711B,復華彭博新興債,TWSE,bond,False,杜俊雄,彭博新興市場10年期以上美元投資等級債券(不含中國)國家10%上限指數,2017-08-09,2017-08-21,2024-01-01,國外成分證券指數股票型基金,是,872261000,復華全球收益ETF傘型證券投資信託基金之復華新興市場10年期以上債券證券投資信託基金,Fuh Hwa Emerging Market 10+ Yr Bond ETF,twse_opendata
00712,復華富時不動產,TWSE,passive_equity,False,杜俊雄,富時NAREIT抵押權型不動產投資信託指數,2017-08-09,2017-08-21,2024-01-01,國外成分證券指數股票型基金,是,4954011000,復華全球收益ETF傘型證券投資信託基金之復華富時不動產證券化證券投資信託基金,Fuh Hwa FTSE Mortgage REITs ETF,twse_opendata
00713,元大台灣高息低波,TWSE,passive_equity,False,劉宗聖,臺灣指數公司特選高股息低波動指數,2017-09-19,2017-09-27,2024-01-01,國內成分證券指數股票型基金,否,1895512000,元大台灣高股息低波動ETF證券投資信託基金,Yuanta Taiwan High Dividend Low Volatility ETF,twse_opendata
00714,群益道瓊美國地產,TWSE,passive_equity,False,賴政昇,道瓊美國地產指數(Dow Jones U.S. Real Estate Index),2017-10-20,2017-10-27,2024-01-01,國外成分證券指數股票型基金,是,22067000,群益道瓊美國地產ETF證券投資信託基金,CAPITAL DOW JONES U.S. REAL ESTATE  INDEX EXCHANGE TRADED FUND,twse_opendata
00715L,期街口布蘭特正2,TWSE,leveraged,True,方詳棋,標普高盛布蘭特原油日報酬正向兩倍ER指數,2017-11-08,2017-11-16,2024-01-01,槓桿/反向指數股票型基金,是,84191793,街口標普高盛布蘭特原油ER單日正向2倍指數股票型期貨信託基金,JKO S&amp;P GSCI Brent Crude 2x Leveraged ER Futures ETF,twse_opendata
00716R,華頓S&amp;P布蘭特反1,TWSE,leveraged,True,王律傑,標普高盛布蘭特原油日報酬反向一倍ER指數,2017-11-08,2017-11-16,2024-01-01,指數股票型期貨信託基金,是,158000,華頓標普高盛布蘭特原油傘型期貨信託基金之華頓標普高盛布蘭特原油ER單日反向1倍指數股票型期貨信託基金,Paradigm S&amp;P GSCI Brent Crude 1X Inverse ER Futures ETF,twse_opendata
00717,富邦美國特別股,TWSE,passive_equity,False,黃昭棠,標普美國特別股指數,2017-11-13,2017-11-29,2024-01-01,國外成分證券指數股票型基金,是,139605000,富邦標普美國特別股ETF證券投資信託基金,Fubon S&amp;P US Preferred Stock ETF,twse_opendata
00719B,元大美債1-3,TPEx,bond,False,元大,ICE 1-3年期美國公債指數,2018-01-12,2018-01-18,2024-01-01,債券型,,,元大美債1-3,,tpex_seed
00720B,元大投資級公司債,TPEx,bond,False,元大,彭博美國投資級公司債指數,2018-01-12,2018-01-18,2024-01-01,債券型,,,元大投資級公司債,,tpex_seed
00722B,群益15年IG電信債,TPEx,bond,False,群益,彭博美國電信業15年期以上投資級債券指數,2018-01-23,2018-01-30,2024-01-01,債券型,,,群益15年IG電信債,,tpex_seed
00724B,群益15年IG金融債,TPEx,bond,False,群益,彭博美國金融業15年期以上投資級債券指數,2018-01-23,2018-01-30,2024-01-01,債券型,,,群益15年IG金融債,,tpex_seed
00725B,國泰投資級公司債,TPEx,bond,False,國泰,彭博10年期以上(美元計價)投資等級成熟市場大型公司債券指數,2018-01-26,2018-02-02,2024-01-01,債券型,,,國泰投資級公司債,,tpex_seed
00728,第一金工業30,TWSE,passive_equity,False,尤昭文,臺灣工業菁英30指數,2018-04-10,2018-04-18,2024-01-01,國內成分證券指數股票型基金,否,39423000,第一金臺灣工業菁英30ETF傘型證券投資信託基金之第一金臺灣工業菁英30 ETF證券投資信託基金,FSITC Taiwan Industry Elite 30 ETF,twse_opendata
00729R,第一金工業30反一,TWSE,leveraged,False,薛淑梅,臺灣工業菁英30日報酬反向一倍指數,2018-04-10,2018-04-18,2024-01-01,槓桿/反向指數股票型基金,否,598000,第一金臺灣工業菁英30ETF傘型證券投資信託基金之第一金臺灣工業菁英30單日反向一倍ETF證券投資信託基金,FSITC Taiwan Industry Elite 30 Daily -1X Inverse ETF,twse_opendata
00730,富邦臺灣優質高息,TWSE,passive_equity,False,黃昭棠,道瓊斯台灣優質高股息30指數,2018-01-30,2018-02-08,2024-01-01,國內成分證券指數股票型基金,否,74544000,富邦道瓊臺灣優質高息30ETF證券投資信託基金,Fubon Dow Jones Taiwan High-Quality Dividend 30 ETF,twse_opendata
00731,復華富時高息低波,TWSE,passive_equity,False,杜俊雄,富時台灣高股息低波動指數,2018-04-12,2018-04-20,2024-01-01,國內成分證券指數股票型基金,否,25100000,復華富時台灣高股息低波動證券投資信託基金,Fuh Hwa FTSE Taiwan High Div Low Vol ETF,twse_opendata
00732,國泰RMB短期報酬,TWSE,bond,False,張錫,富時中國國債及政策性銀行債券0-1 年精選指數,2018-05-04,2018-05-14,2024-01-01,國外成分證券指數股票型基金,是,772000,國泰優勢收益傘型證券投資信託基金之富時人民幣短期報酬ETF 證券投資信託基金,Cathay FTSE Chinese Government and Policy Bank Bond 0-1Year Select ETF,twse_opendata
00733,臺灣中小A級動能50 ETF基金,TWSE,passive_equity,False,黃昭棠,臺灣指數公司中小型A級動能50指數,2018-05-04,2018-05-17,2024-01-01,國內成分證券指數股票型基金,否,73466000,富邦臺灣中小A級動能50 ETF證券投資信託基金,Fubon Taiwan Small-Mid Cap Alpha Momentum 50 ETF,twse_opendata
00735,國泰臺韓科技,TWSE,passive_equity,False,李偉正,臺韓資訊科技指數,2018-05-29,2018-06-11,2024-01-01,國外成分證券指數股票型基金,是,68789000,國泰趨勢ETF傘型證券投資信託基金之臺韓科技證券投資信託基金,Cathay Korea/Taiwan IT Premier ETF,twse_opendata
00736,國泰富時新興市場基金,TWSE,passive_equity,False,李偉正,富時新興市場（納入A股）指數,2018-05-29,2018-06-11,2024-01-01,國外成分證券指數股票型基金,是,6227000,國泰趨勢ETF傘型證券投資信託基金之富時新興市場證券投資信託基金,Cathay FTSE Emerging Markets ETF,twse_opendata
00737,國泰AI機器人,TWSE,passive_equity,False,李偉正,納斯達克 CTA 全球人工智慧及機器人指數,2018-05-29,2018-06-11,2024-01-01,國外成分證券指數股票型基金,是,22538000,國泰趨勢ETF傘型證券投資信託基金之納斯達克全球人工智慧及機器人證券投資信託基金,Cathay Nasdaq CTA Artificial Inteligence and Robotics ETF,twse_opendata
00738U,期元大道瓊白銀(原名：元大道瓊白銀),TWSE,commodity,False,劉宗聖,道瓊白銀ER指數,2018-05-23,2018-06-01,2024-01-01,指數股票型期貨信託基金,是,250799000,元大道瓊白銀ER指數股票型期貨信託基金,Yuanta DJCI Silver ER Futures ETF,twse_opendata
00739,元大MSCI A股,TWSE,passive_equity,False,劉宗聖,MSCI中國A股國際通指數,2018-06-19,2018-06-27,2024-01-01,國外成分證券指數股票型基金,是,25988000,元大MSCI中國A股國際通ETF證券投資信託基金,Yuanta MSCI CHINA  A  ETF,twse_opendata
00742,新光內需收益,TWSE,passive_equity,False,劉坤錫,臺灣指數公司特選內需高收益指數,2018-06-12,2018-06-22,2024-01-01,國內成分證券指數股票型基金,否,1610000,新光特選內需收益ETF證券投資信託基金,Shin Kong Domestic Demand High Dividend ETF,twse_opendata
00743,國泰中國A150,TWSE,passive_equity,False,張錫,富時中國A150指數,2018-07-25,2018-08-03,2024-01-01,國外成分證券指數股票型基金,是,2347000,國泰新中國傘型證券投資信託基金之富時中國A150ETF證券投資信託基金,Cathay FTSE China A150 ETF,twse_opendata
00746B,富邦A級公司債,TPEx,bond,False,富邦,彭博美國10年期以上A級公司債券指數,2018-04-27,2018-05-08,2024-01-01,債券型,,,富邦A級公司債,,tpex_seed
00751B,元大AAA至A公司債,TPEx,bond,False,元大,彭博10年期以上AAA-A美元公司債流動性指數,2018-06-22,2018-06-28,2024-01-01,債券型,,,元大AAA至A公司債,,tpex_seed
00752,中信中國50,TWSE,passive_equity,False,陳金榮,MSCI中國外資自由投資50不含A及B股指數,2018-10-24,2018-10-31,2024-01-01,國外成分證券指數股票型基金,是,306216000,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由50不含A及B股ETF證券投資信託基金,CTBC MSCI China Free 50 ex A and B ETF,twse_opendata
00753L,中信中國50正2,TWSE,leveraged,True,陳金榮,MSCI中國外資自由投資50不含A及B股單日正向2倍指數,2018-10-24,2018-10-31,2024-01-01,槓桿/反向指數股票型基金,是,721657000,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF證券投資信託基金,CTBC MSCI China Free 50 ex A and B Daily Leveraged 2X ETF,twse_opendata
00757,統一FANG+,TWSE,passive_equity,False,鄧潤澤,NYSE FANG+ Index,2018-11-27,2018-12-06,2024-01-01,國外成分證券指數股票型基金,是,295994000,統一NYSE FANG+ ETF證券投資信託基金,UPAMC NYSE  FANG+ ETF,twse_opendata
00761B,國泰A級公司債,TPEx,bond,False,國泰,彭博10年期以上特選(AAA-A級)美元公司債指數,2018-08-09,2018-08-16,2024-01-01,債券型,,,國泰A級公司債,,tpex_seed
00762,元大全球AI,TWSE,passive_equity,False,劉宗聖,STOXX全球人工智慧指數,2019-01-16,2019-01-23,2024-01-01,國外成分證券指數股票型基金,是,48248000,元大全球人工智慧ETF證券投資信託基金,Yuanta  STOXX  Global  Artificial Intelligence  ETF,twse_opendata
00763U,期街口道瓊銅,TWSE,commodity,False,方詳棋,道瓊銅ER指數 (Dow Jones Commodity Index North American Copper ER),2018-12-12,2018-12-19,2024-01-01,指數股票型期貨信託基金,是,54565000,街口道瓊銅ER指數股票型期貨信託基金,JKO Dow Jones Copper ER Futures ETF,twse_opendata
00766L,台新MSCI中國正2,TWSE,leveraged,True,賴昭吟,MSCI中國外資自由投資單日正向2倍指數,2019-01-16,2019-01-23,2024-01-01,槓桿/反向指數股票型基金,是,1946000,台新MSCI中國外資自由投資單日正向2倍ETF證券投資信託基金,Taishin MSCI China Free Leveraged 2X Daily ETF,twse_opendata
00767,FH美國金融股,TWSE,passive_equity,False,杜俊雄,道瓊斯美國金融服務業指數,2019-01-15,2019-01-28,2024-01-01,國外成分證券指數股票型基金,是,4090000,復華多元資產傘型證券投資信託基金之復華美國金融服務業股票ETF證券投資信託基金,Fuh Hwa Dow Jones US Financial Services Equity ETF,twse_opendata
00770,國泰標普北美科技ETF基金,TWSE,passive_equity,False,李偉正,標普北美科技行業指數,2019-01-22,2019-01-29,2024-01-01,國外成分證券指數股票型基金,是,82958000,國泰標普北美科技ETF證券投資信託基金,Cathay North American Technology ETF,twse_opendata
00771,元大US高息特別股,TWSE,passive_equity,False,劉宗聖,標普美國高收益特別股指數,2019-04-25,2019-05-16,2024-01-01,國外成分證券指數股票型基金,是,14225000,元大標普美國高息特別股ETF證券投資信託基金,Yuanta S&amp;P U.S. High Yield Preferred Stock ETF,twse_opendata
00772B,中信高評級公司債,TPEx,bond,False,中信,彭博10年期以上高評級美元公司債指數,2018-12-12,2019-01-31,2024-01-01,債券型,,,中信高評級公司債,,tpex_seed
00773B,中信優先金融債,TPEx,bond,False,中信,彭博10年期以上美元優先順位金融債券指數,2018-12-12,2019-01-31,2024-01-01,債券型,,,中信優先金融債,,tpex_seed
00774B,新光中國政金綠債,TWSE,passive_equity,False,劉坤錫,中債-10年期國債及政策銀行債綠色增強指數,2019-01-25,2019-02-27,2024-01-01,國外成分證券指數股票型基金,是,2350000,新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF 證券投資信託基金,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF,twse_opendata
00774C,00774C,TWSE,passive_equity,False,劉坤錫,中債-10年期國債及政策銀行債綠色增強指數,2019-07-01,2019-08-28,2024-01-01,國外成份/加掛外幣證券指數股票型基金,是,1950000,新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF RMB,twse_opendata
00775B,新光投等債15+,TWSE,bond,False,賴昭吟,富時15年期以上投資等級債券指數,2019-01-25,2019-02-15,2024-01-01,國外成分證券指數股票型基金,是,232100000,新光全方位收益ETF傘型證券投資信託基金之新光富時15年以上特選產業美元投資等級債券ETF證券投資信託基金,Shin Kong FTSE 15 Years Investment Grade USD Corporate Bond ETF,twse_opendata
00776,新光ICE美國權值,TWSE,passive_equity,False,劉坤錫,NYSE 美國核心大型權值股指數,2019-01-25,2019-02-15,2024-01-01,國外成分證券指數股票型基金,是,100000,新光全方位收益ETF傘型證券投資信託基金之新光NYSE美國核心大型權值股ETF證券投資信託基金,Shin Kong NYSE US Core Large Cap ETF,twse_opendata
00777B,凱基AAA至A公司債,TPEx,bond,False,凱基,彭博10年期以上AAA-A評等美元公司債券指數,2019-01-22,2019-02-15,2024-01-01,債券型,,,凱基AAA至A公司債,,tpex_seed
00778B,凱基金融債20+,TPEx,bond,False,凱基,彭博20年期以上美元金融債券指數,2019-01-22,2019-02-15,2024-01-01,債券型,,,凱基金融債20+,,tpex_seed
00779B,凱基美債25+,TPEx,bond,False,凱基,彭博25年期以上美國公債指數,2019-01-22,2019-02-15,2024-01-01,債券型,,,凱基美債25+,,tpex_seed
00781B,FH富時不動產,TPEx,bond,False,FH,富時EPRA Nareit美國抵押貸款不動產投資信託指數,2019-02-22,2019-03-12,2024-01-01,債券型,,,FH富時不動產,,tpex_seed
00782B,中信美國公債20年,TPEx,bond,False,中信,彭博美國公債20年期以上指數,2019-02-22,2019-03-12,2024-01-01,債券型,,,中信美國公債20年,,tpex_seed
00783,富邦中証500,TWSE,passive_equity,False,黃昭棠,中証小盤500指數,2019-03-20,2019-03-27,2024-01-01,國外成分證券指數股票型基金,是,10531000,富邦多元收益ⅡETF傘型證券投資信託基金之富邦中國中証中小500ETF證券投資信託基金,Fubon China CSI 500 Index ETF,twse_opendata
00784B,富邦中國政策金融債券,TPEx,bond,False,富邦,彭博中國政策性金融債券9-10年期指數,2019-03-14,2019-03-26,2024-01-01,債券型,,,富邦中國政策金融債券,,tpex_seed
00785B,富邦金融投等債,TPEx,bond,False,富邦,彭博美國金融10年以上投資等級公司債指數,2019-03-14,2019-03-26,2024-01-01,債券型,,,富邦金融投等債,,tpex_seed
00786B,元大10年IG銀行債,TPEx,bond,False,元大,ICE 10年期以上美元銀行業投資級公司債券指數,2019-03-19,2019-03-26,2024-01-01,債券型,,,元大10年IG銀行債,,tpex_seed
00787B,群益A級公司債,TPEx,bond,False,群益,彭博10年期以上美元A級公司債券指數,2019-03-19,2019-03-26,2024-01-01,債券型,,,群益A級公司債,,tpex_seed
00788B,中信高評級公司債,TPEx,bond,False,中信,彭博10年期以上Aa-A美元公司債券指數,2019-03-19,2019-03-26,2024-01-01,債券型,,,中信高評級公司債,,tpex_seed
00789B,中信新興市場債,TPEx,bond,False,中信,彭博新興市場美元投資等級主權債券指數,2019-03-19,2019-03-26,2024-01-01,債券型,,,中信新興市場債,,tpex_seed
00790B,復華中國政策債,TPEx,bond,False,復華,彭博中國7-10年政策金融債,2019-03-21,2019-04-08,2024-01-01,債券型,,,復華中國政策債,,tpex_seed
00791B,復華新興企業債,TPEx,bond,False,復華,彭博新興市場高息企業債券指數,2019-03-21,2019-04-08,2024-01-01,債券型,,,復華新興企業債,,tpex_seed
00792B,群益25年美債,TPEx,bond,False,群益,ICE 25年期以上美國公債指數,2019-03-21,2019-04-08,2024-01-01,債券型,,,群益25年美債,,tpex_seed
00793B,群益7-10年IG電能債,TPEx,bond,False,群益,彭博美國電力公用事業7-10年投資等級債券指數,2019-04-17,2019-04-25,2024-01-01,債券型,,,群益7-10年IG電能債,,tpex_seed
00795B,中信美國政府入息1-7,TPEx,bond,False,中信,彭博美國政府入息1-7年指數,2019-04-17,2019-04-25,2024-01-01,債券型,,,中信美國政府入息1-7,,tpex_seed
0080,恒中國,TWSE,passive_equity,False,馮孝忠,恒生H股指數,2003-11-19,2009-08-14,2024-01-01,境外指數股票型基金,是,500000,恒生H股指數股票型基金,HANG SENG H-SHARE INDEX ETF,twse_opendata
0081,恒香港,TWSE,passive_equity,False,馮孝忠,恒生指數,2004-09-13,2009-08-14,2024-01-01,境外指數股票型基金,是,250000,恒生指數股票型基金,HANG SENG INDEX ETF,twse_opendata
008201,BP上證50,TWSE,passive_equity,False,丁紹曾,上證50指數,2009-04-09,2010-12-08,2024-01-01,境外指數股票型基金,是,349100,標智上證50中國指數基金(本基金配息來源可能為本金),W.I.S.E. - SSE 50 China Tracker,twse_opendata
00830,國泰費城半導體,TWSE,passive_equity,False,李偉正,美國費城半導體指數,2019-04-23,2019-05-03,2024-01-01,國外成分證券指數股票型基金,是,639465000,國泰大三元ETF傘型證券投資信託基金之美國費城半導體證券投資信託基金,Cathay U.S. PHLX Semiconductor Sector ETF,twse_opendata
00834B,第一金美債1-3,TPEx,bond,False,第一金,彭博1-3年期美國公債指數,2019-09-26,2019-10-03,2024-01-01,債券型,,,第一金美債1-3,,tpex_seed
00836B,永豐10年A公司債,TPEx,bond,False,永豐,ICE 10年期以上A評等美元公司債券指數,2019-09-26,2019-10-03,2024-01-01,債券型,,,永豐10年A公司債,,tpex_seed
00840B,凱基IG精選15+,TPEx,bond,False,凱基,彭博15年期以上美元優選投資等級公司債券指數,2019-12-19,2019-12-27,2024-01-01,債券型,,,凱基IG精選15+,,tpex_seed
00841B,凱基AAA-A精選公司債,TPEx,bond,False,凱基,彭博10年期以上美元AAA-A精選公司債券指數,2019-12-19,2019-12-27,2024-01-01,債券型,,,凱基AAA-A精選公司債,,tpex_seed
00844B,新光美債1-3,TPEx,bond,False,新光,彭博美國公債1-3年期指數,2020-01-09,2020-01-17,2024-01-01,債券型,,,新光美債1-3,,tpex_seed
00845B,富邦新興投等債,TPEx,bond,False,富邦,彭博新興市場主權投資等級債券指數,2020-01-09,2020-01-17,2024-01-01,債券型,,,富邦新興投等債,,tpex_seed
00846B,中信美國公債0-1,TPEx,bond,False,中信,彭博美國公債0-1年指數,2020-01-09,2020-01-17,2024-01-01,債券型,,,中信美國公債0-1,,tpex_seed
00847B,中信美國公債1-3,TPEx,bond,False,中信,彭博美國公債1-3年指數,2020-01-09,2020-01-17,2024-01-01,債券型,,,中信美國公債1-3,,tpex_seed
00848B,中信A-BBB公司債,TPEx,bond,False,中信,彭博10年期以上美元投資等級公司債指數,2020-01-09,2020-01-17,2024-01-01,債券型,,,中信A-BBB公司債,,tpex_seed
00849B,中信美國公債20+,TPEx,bond,False,中信,彭博美國公債20年期以上指數,2020-01-09,2020-01-17,2024-01-01,債券型,,,中信美國公債20+,,tpex_seed
00850,元大臺灣ESG永續,TWSE,passive_equity,False,劉宗聖,臺灣永續指數,2019-08-15,2019-08-23,2024-01-01,國內成分證券指數股票型基金,否,416944000,元大臺灣ESG永續ETF證券投資信託基金,Yuanta FTSE4Good TIP Taiwan ESG ETF,twse_opendata
00851,台新全球AI,TWSE,passive_equity,False,賴昭吟,SG全球AI機器人精選指數,2019-07-30,2019-08-12,2024-01-01,國外成分證券指數股票型基金,是,6025000,台新SG全球AI機器人精選ETF證券投資信託基金,Taishin SG Global AI and Robotics Select ETF,twse_opendata
00852L,國泰美國道瓊正2,TWSE,leveraged,True,李偉正,道瓊工業平均單日正向2倍指數,2019-08-15,2019-08-22,2024-01-01,槓桿/反向指數股票型基金,是,8865000,國泰道瓊工業平均指數單日正向2倍證券投資信託基金,Cathay DJIA Daily Leveraged 2X ETF,twse_opendata
00853B,統一美債1-3,TPEx,bond,False,統一,ICE 1-3年期美國公債指數,2020-04-10,2020-04-22,2024-01-01,債券型,,,統一美債1-3,,tpex_seed
00857B,新光美債20+,TPEx,bond,False,新光,彭博美國公債20年以上指數,2020-04-22,2020-04-30,2024-01-01,債券型,,,新光美債20+,,tpex_seed
00858,永豐美國500大,TPEx,passive_equity,False,永豐,標普美國500大企業精選指數,2020-04-22,2020-04-30,2024-01-01,股票型,,,永豐美國500大,,tpex_seed
00859B,群益AAA-AA公司債,TPEx,bond,False,群益,彭博10年期以上AAA-AA美元公司債券指數,2020-05-26,2020-06-03,2024-01-01,債券型,,,群益AAA-AA公司債,,tpex_seed
00860B,群益1-5年IG債,TPEx,bond,False,群益,彭博1-5年美元投資等級債券指數,2020-05-26,2020-06-03,2024-01-01,債券型,,,群益1-5年IG債,,tpex_seed
00861,元大全球未來通訊,TWSE,passive_equity,False,劉宗聖,NYSE FactSet全球未來通訊指數,2019-11-11,2019-11-19,2024-01-01,國外成分證券指數股票型基金,是,68912000,元大全球未來通訊ETF證券投資信託基金,Yuanta Global NextGen Communications ETF,twse_opendata
00862B,中信投資級公司債,TPEx,bond,False,中信,彭博10年期以上美元投資等級公司債指數,2020-06-12,2020-06-22,2024-01-01,債券型,,,中信投資級公司債,,tpex_seed
00863B,中信全球公司債,TPEx,bond,False,中信,彭博全球公司債(美元計價)指數,2020-06-12,2020-06-22,2024-01-01,債券型,,,中信全球公司債,,tpex_seed
00865B,國泰US短期公債,TWSE,bond,False,李偉正,彭博美國短期公債收益指數,2019-11-15,2019-11-25,2024-01-01,國外成分證券指數股票型基金,是,235744000,國泰美國收益傘型證券投資信託基金之美國短期公債ETF證券投資信託基金,Cathay US Short Term Treasury ETF,twse_opendata
00866,新光Shiller CAPE,TWSE,passive_equity,False,劉坤錫,Shiller Barclays CAPE&#174;美國產業價值投資指數,2019-11-08,2019-11-19,2024-01-01,國外成分證券指數股票型基金,是,1229000,新光優質收益ETF傘型證券投資信託基金之新光Shiller Barclays CAPE&#174;美國產業價值投資ETF證券投資信託基金,Shin Kong Shiller Barclays CAPE&#174; US Sector Value ETF,twse_opendata
00867B,新光投等債15+,TPEx,bond,False,新光,彭博美元美國投資等級15年期以上公司債指數,2020-07-22,2020-07-30,2024-01-01,債券型,,,新光投等債15+,,tpex_seed
00875,國泰網路資安ETF,TWSE,passive_equity,False,李偉正,納斯達克ISE 全球網路資安指數,2020-03-23,2020-03-30,2024-01-01,國外成分證券指數股票型基金,是,13488000,國泰網路資安ETF證券投資信託基金,Cathay Cyber Security ETF,twse_opendata
00876,元大全球5G(原名:元大未來關鍵科技),TWSE,passive_equity,False,劉宗聖,iSTOXX全球5G關鍵科技指數,2020-06-22,2020-07-07,2024-01-01,國外成分證券指數股票型基金,是,74024000,元大全球5G關鍵科技ETF證券投資信託基金(原名:元大全球未來關鍵科技ETF證券投資信託基金),Yuanta Global 5G &amp; NexGen Telecommunication Components ETF,twse_opendata
00878,國泰永續高股息,TWSE,passive_equity,False,李偉正,MSCI臺灣ESG永續高股息精選30指數,2020-07-10,2020-07-20,2024-01-01,國內成分證券指數股票型基金,否,18939290000,國泰台灣高股息傘型證券投資信託基金之台灣ESG永續高股息ETF證券投資信託基金,Cathay MSCI Taiwan ESG Sustainability High Dividend Yield ETF,twse_opendata
00881,國泰台灣科技龍頭,TWSE,passive_equity,False,李偉正,臺灣指數公司特選臺灣上市上櫃FactSet科技龍頭通訊指數,2020-12-01,2020-12-10,2024-01-01,國內成分證券指數股票型基金,否,2353903000,國泰台灣科技龍頭ETF證券投資信託基金,Cathay Taiwan Technology Leader ETF,twse_opendata
00882,中信中國高股息,TWSE,passive_equity,False,陳金榮,恒生中國高股息率指數,2021-01-27,2021-02-04,2024-01-01,國外成分證券指數股票型基金,是,2046849000,中國信託全球收益ETF傘型證券投資信託基金之中國信託恒生中國高股息ETF證券投資信託基金,CTBC Hang Seng China High Dividend Yield ETF,twse_opendata
00885,富邦越南,TWSE,passive_equity,False,黃昭棠,富時越南30指數,2021-03-30,2021-04-19,2024-01-01,國外成分證券指數股票型基金,是,653738000,富邦富時越南ETF證券投資信託基金,Fubon FTSE Vietnam ETF,twse_opendata
00890B,凱基ESG BBB債15+,TPEx,bond,False,凱基,彭博美元優選15年期以上ESG BBB公司債指數,2021-02-04,2021-02-15,2024-01-01,債券型,,,凱基ESG BBB債15+,,tpex_seed
00891,中信關鍵半導體,TWSE,passive_equity,False,陳金榮,NYSE FactSet 臺灣ESG永續關鍵半導體指數,2021-05-20,2021-05-28,2024-01-01,國內成分證券指數股票型基金,否,1847090000,中國信託臺灣ESG永續關鍵半導體ETF證券投資信託基金,CTBC Taiwan ESG Leading Semiconductor ETF,twse_opendata
00892,富邦台灣半導體,TWSE,passive_equity,False,黃昭棠,NYSE FactSet台灣核心半導體指數,2021-06-02,2021-06-10,2024-01-01,國內成分證券指數股票型基金,否,268792000,富邦台灣核心半導體ETF證券投資信託基金,Fubon ICE FactSet Taiwan Core Semiconductor ETF,twse_opendata
00893,國泰智能電動車,TWSE,passive_equity,False,李偉正,NYSE FactSet 全球智能電動車指數,2021-06-21,2021-07-01,2024-01-01,國外成分證券指數股票型基金,是,375884000,國泰全球智能電動車ETF證券投資信託基金,Cathay Global Autonomous EV ETF,twse_opendata
00894,中信小資高價30,TWSE,passive_equity,False,陳金榮,臺灣指數公司特選小資高價30指數,2021-08-05,2021-08-13,2024-01-01,國內成分證券指數股票型基金,否,155009000,中國信託特選小資高價30ETF證券投資信託基金,CTBC TIP Customized Investor Movement Aristocrats 30ETF,twse_opendata
00895,富邦未來車,TWSE,passive_equity,False,黃昭棠,MSCI ACWI IMI 精選未來車30指數,2021-08-02,2021-08-12,2024-01-01,國外成分證券指數股票型基金,是,155416000,富邦未來車ETF證券投資信託基金,Fubon MSCI ACWI IMI Select Future Mobility Top 30 Capped ETF,twse_opendata
00896,中信綠能及電動車,TWSE,passive_equity,False,陳金榮,臺灣指數公司特選臺灣上市上櫃綠能及電動車指數,2021-09-09,2021-09-16,2024-01-01,國內成分證券指數股票型基金,否,271380000,中國信託臺灣綠能及電動車ETF證券投資信託基金,CTBC TIP Customized Taiwan Green Energy and Electric Vehicles ETF,twse_opendata
00897,富邦基因免疫生技,TWSE,passive_equity,False,黃昭棠,NYSE FactSet 全球基因免疫生技指數,2021-09-24,2021-10-04,2024-01-01,國外成分證券指數股票型基金,是,153512000,富邦基因免疫生技ETF證券投資信託基金,Fubon NYSE FactSet Global Genomics and Immuno Biopharma ETF,twse_opendata
00898,國泰全球基因免疫與醫療革命ETF基金,TWSE,passive_equity,False,李偉正,Solactive全球基因免疫與醫療革命指數,2021-11-11,2021-11-22,2024-01-01,國外成分證券指數股票型基金,是,160476000,國泰全球基因免疫與醫療革命ETF證券投資信託基金,Solactive Global Genomics Immunology and medical revolution index,twse_opendata
00899,FT潔淨能源(原名:富蘭克林潔淨能源),TWSE,passive_equity,False,黃書明,標普全球潔淨能源精選指數,2022-01-12,2022-01-21,2024-01-01,國外成分證券指數股票型基金,是,16135000,富蘭克林華美全球潔淨能源ETF證券投資信託基金,Franklin Templeton SinoAm Global Clean Energy ETF,twse_opendata
00900,富邦特選高股息30,TWSE,passive_equity,False,黃昭棠,臺灣指數公司特選臺灣上市上櫃高股息30指數,2021-12-14,2021-12-22,2024-01-01,國內成分證券指數股票型基金,否,1805025000,富邦特選台灣高股息30 ETF證券投資信託基金,Fubon Taiwan Index high dividend 30 ETF,twse_opendata
