ticker,years,selection,strategy,family,total_return_pct,cagr_pct,sharpe,max_dd_pct,holdout_total_return_pct,holdout_cagr_pct,holdout_sharpe,holdout_max_dd_pct,trade_count,cost_drag_pct,core_pct,lookback,execution,fire_signal,fire_config,retrieve_signal,retrieve_config
0050,5,all_in,all_in,all_in,245.28694548669066,28.129982957699507,1.2833416645111089,-33.82763013936929,146.5766092271816,56.78609174520606,1.891607942022621,-27.48498497628097,1.0,0.14250000000000002,,,,,,,
0050,5,dca_5pct_monthly,dca_5pct_monthly,dca_5pct_monthly,254.83109196965427,28.830708262316882,1.3857645883752285,-27.484984976280924,115.00137234195518,46.437969085100164,2.2945551829805964,-16.474320719376077,20.0,0.13763558211419663,,,,,,,
0050,5,best_robust,tactical_core0_t10_ma_stretch_low_F1_shallow_no_retrieve_lb504_weekly_cd20,tactical,152.6954457095943,20.373394301120772,1.8077757364005633,-10.844119391607766,152.6954457095943,58.712871706670946,2.886635499853055,-10.844119391607766,2.0,0.1411735806999893,0.0,504.0,weekly,ma_stretch_low,F1_shallow,none,none
0050,5,best_holdout_sharpe,tactical_core0_t5_ma_stretch_low_F2_standard_ma_stretch_high_R4_extreme_only_lb504_monthly_cd0,tactical,49.865063395759535,8.428859928167288,2.002000005343288,-3.250005674406875,49.865063395759535,22.334957478187256,3.203995851630164,-3.250005674406875,3.0,0.21807846226975652,0.0,504.0,monthly,ma_stretch_low,F2_standard,ma_stretch_high,R4_extreme_only
0050,5,best_holdout_cagr,tactical_core0_t10_ma_stretch_low_F1_shallow_no_retrieve_lb504_weekly_cd20,tactical,152.6954457095943,20.373394301120772,1.8077757364005633,-10.844119391607766,152.6954457095943,58.712871706670946,2.886635499853055,-10.844119391607766,2.0,0.1411735806999893,0.0,504.0,weekly,ma_stretch_low,F1_shallow,none,none
0050,10,all_in,all_in,all_in,794.6444144359103,24.50250072658744,1.262319936561649,-33.82765117475063,263.55578399856586,37.93192201214979,1.563023629806549,-27.48499618600494,1.0,0.14250000000000002,,,,,,,
0050,10,dca_5pct_monthly,dca_5pct_monthly,dca_5pct_monthly,634.943601657418,22.077959435587303,1.1788252307349465,-33.827651174750564,268.99524183747513,38.44322751332603,1.7427680350621262,-27.484996186004928,20.0,0.15126501413215598,,,,,,,
0050,10,best_robust,tactical_core0_t5_ma_stretch_low_F2_standard_ma_stretch_high_R1_slow_lb60_weekly_cd5,tactical,428.2965224763531,18.112992312783092,1.4262685564815556,-19.371858286657627,207.4044293028128,32.28532820168297,1.867775434652319,-17.300377057507475,10.0,1.190013899786023,0.0,60.0,weekly,ma_stretch_low,F2_standard,ma_stretch_high,R1_slow
0050,10,best_holdout_sharpe,tactical_core0_t10_ma_stretch_low_F3_deep_ma_stretch_high_R3_fast_lb60_weekly_cd20,tactical,116.33393286074009,8.023203592253857,1.523100141100202,-8.359932618234344,83.21967149223823,16.283688525126205,2.203232496201808,-6.399206809142366,9.0,0.4281986587448174,0.0,60.0,weekly,ma_stretch_low,F3_deep,ma_stretch_high,R3_fast
0050,10,best_holdout_cagr,tactical_core0_t10_percentile_low_F2_standard_no_retrieve_lb504_monthly_cd20,tactical,356.6994632978438,16.405119551835746,1.1962805364680726,-27.484996186004885,329.9009922302182,43.81429735220645,1.831954920956144,-27.484996186004928,3.0,0.14822021082211861,0.0,504.0,monthly,percentile_low,F2_standard,none,none
QQQ,5,all_in,all_in,all_in,122.3704859212694,17.354853763363053,0.8291176883969048,-35.11872863827365,59.15318929796034,26.135883261656545,1.2013811361079554,-22.76830480055583,1.0,0.14250000000000002,,,,,,,
QQQ,5,dca_5pct_monthly,dca_5pct_monthly,dca_5pct_monthly,122.45311714145357,17.363584863019188,0.9201133540143787,-24.359454992422457,41.032136396762176,18.742988786646087,1.3101380871949262,-13.35209278112568,20.0,0.13672547409136349,,,,,,,
